age_inscription,note_admission,note_qualification_precedente,unites_validees_s1,moyenne_s1,unites_validees_s2,moyenne_s2,taux_chomage,taux_inflation,pib,sexe,boursier,frais_a_jour,debiteur,deplace,international,decrochage
18,162.2,159.0,0,0.0,0,0.0,12.4,0.5,1.79,FEMME,NON,NON,OUI,OUI,NON,1
18,155.7,177.0,6,15.666666666666666,6,13.833333333333334,8.9,1.4,3.51,FEMME,OUI,OUI,OUI,NON,NON,0
21,147.7,156.0,12,15.333333333333334,11,15.0,8.9,1.4,3.51,FEMME,NON,OUI,NON,OUI,NON,0
18,115.6,125.0,6,12.183333333333332,6,11.783333333333331,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
18,117.8,130.0,2,10.0,3,11.333333333333334,7.6,2.6,0.32,FEMME,NON,OUI,NON,NON,NON,0
21,125.0,125.0,9,12.0,8,11.25,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,0
22,129.8,127.0,3,10.333333333333334,2,10.0,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,1
21,123.1,121.0,6,11.166666666666666,3,14.666666666666666,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
20,122.8,135.0,3,11.0,2,11.333333333333334,10.8,1.4,1.74,HOMME,OUI,OUI,NON,OUI,NON,0
21,117.3,125.0,0,0.0,0,0.0,10.8,1.4,1.74,HOMME,OUI,OUI,NON,OUI,NON,0
20,126.5,138.0,6,12.857142857142858,5,11.8,8.9,1.4,3.51,FEMME,OUI,OUI,NON,OUI,OUI,0
19,123.0,136.0,7,14.328571428571427,7,14.328571428571427,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
20,127.7,142.0,6,15.0,6,16.333333333333332,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,NON,NON,0
19,117.5,129.0,5,13.6,5,12.4,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
18,128.4,134.0,5,12.857142857142858,4,13.25,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,OUI,NON,0
18,124.1,123.0,2,14.5,1,10.0,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,1
24,140.9,150.0,3,10.666666666666666,3,10.5,10.8,1.4,1.74,FEMME,NON,OUI,NON,NON,NON,1
21,126.2,129.0,6,13.428571428571429,6,11.333333333333334,8.9,1.4,3.51,FEMME,OUI,NON,OUI,NON,NON,1
18,120.5,134.0,7,11.716666666666663,4,10.868,15.5,2.8,-4.06,HOMME,OUI,OUI,NON,OUI,NON,0
20,121.1,127.0,4,12.0,5,12.8,11.1,0.6,2.02,HOMME,OUI,OUI,NON,OUI,NON,0
20,123.7,123.0,5,13.2,4,10.75,10.8,1.4,1.74,FEMME,NON,NON,OUI,OUI,NON,1
18,116.9,127.0,5,12.2,4,12.25,12.4,0.5,1.79,FEMME,NON,OUI,OUI,OUI,NON,1
25,100.0,133.1,5,12.58,6,12.157142857142857,8.9,1.4,3.51,FEMME,OUI,OUI,NON,OUI,NON,0
19,120.2,131.0,5,11.333333333333334,6,10.833333333333334,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,OUI,NON,0
35,153.8,120.0,0,0.0,0,0.0,11.1,0.6,2.02,HOMME,NON,OUI,OUI,NON,NON,1
19,120.1,133.0,6,12.428571428571429,8,14.0,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,OUI,NON,0
18,128.1,133.0,6,13.0,6,13.0,13.9,-0.3,0.79,HOMME,OUI,OUI,NON,OUI,NON,1
19,126.8,143.0,7,14.535714285714286,7,14.535714285714286,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,0
19,125.7,140.0,5,11.2,5,11.2,7.6,2.6,0.32,HOMME,OUI,OUI,NON,OUI,NON,0
18,146.2,157.0,6,16.0,6,13.666666666666666,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,0
24,140.0,133.1,5,13.142857142857142,3,12.666666666666666,16.2,0.3,-0.92,HOMME,NON,OUI,OUI,OUI,NON,1
25,134.5,145.0,11,11.6875,8,11.142857142857142,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,OUI,OUI,0
28,137.0,130.0,4,10.5,4,11.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
19,107.5,111.0,6,13.833333333333334,5,13.666666666666666,11.1,0.6,2.02,HOMME,OUI,OUI,NON,NON,NON,0
19,112.2,116.0,0,0.0,0,0.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
30,128.2,133.1,0,0.0,0,0.0,9.4,-0.8,-3.12,HOMME,OUI,NON,NON,NON,NON,1
19,126.8,135.0,0,0.0,0,0.0,15.5,2.8,-4.06,HOMME,NON,OUI,NON,OUI,NON,1
21,132.1,145.0,1,10.0,0,0.0,11.1,0.6,2.02,HOMME,NON,OUI,NON,OUI,NON,1
19,110.0,118.0,0,0.0,0,0.0,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,1
29,100.0,130.0,0,0.0,0,0.0,13.9,-0.3,0.79,HOMME,NON,NON,NON,NON,NON,1
18,114.3,115.0,4,12.6,4,13.0,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,1
21,116.4,122.0,3,11.25,3,11.0,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,0
20,116.9,120.0,7,12.375,4,11.25,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,1
24,128.2,120.0,7,10.714285714285714,9,12.555555555555555,12.4,0.5,1.79,HOMME,NON,OUI,OUI,NON,NON,0
18,127.0,120.0,0,0.0,0,0.0,8.9,1.4,3.51,HOMME,NON,NON,NON,OUI,NON,1
23,140.0,140.0,5,12.0,5,12.142857142857142,15.5,2.8,-4.06,HOMME,NON,OUI,NON,OUI,NON,0
19,120.0,127.0,5,12.6,3,12.666666666666666,8.9,1.4,3.51,HOMME,NON,OUI,NON,OUI,NON,0
35,110.0,110.0,0,0.0,0,0.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
20,127.0,148.0,7,12.84142857142857,7,12.84142857142857,10.8,1.4,1.74,HOMME,NON,OUI,NON,OUI,NON,0
33,159.5,170.0,0,0.0,0,0.0,8.9,1.4,3.51,HOMME,NON,OUI,NON,NON,NON,1
18,135.2,146.0,6,14.166666666666666,6,12.833333333333334,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,OUI,NON,0
20,122.8,127.0,6,12.166666666666666,3,12.0,12.4,0.5,1.79,HOMME,NON,OUI,NON,OUI,NON,0
19,118.0,125.0,4,10.8,3,11.0,13.9,-0.3,0.79,HOMME,NON,OUI,NON,OUI,NON,1
18,123.6,139.0,6,13.0,0,0.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,1
28,111.0,133.1,0,0.0,0,0.0,8.9,1.4,3.51,HOMME,NON,NON,NON,NON,NON,1
18,144.6,146.0,5,13.0,5,13.333333333333334,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,0
25,111.8,109.0,6,11.571428571428571,6,11.571428571428571,15.5,2.8,-4.06,HOMME,NON,OUI,OUI,OUI,NON,1
19,122.1,135.0,4,11.5,5,11.0,8.9,1.4,3.51,HOMME,NON,NON,OUI,NON,NON,1
18,119.9,122.0,5,11.0,4,10.75,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,NON,NON,0
29,130.0,130.0,6,17.11111111111111,6,15.571428571428571,13.9,-0.3,0.79,HOMME,NON,OUI,NON,OUI,NON,0
18,118.4,124.0,0,0.0,0,0.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
20,112.6,115.0,6,12.571428571428571,6,12.166666666666666,8.9,1.4,3.51,HOMME,OUI,OUI,NON,NON,NON,0
20,150.0,150.0,0,0.0,0,0.0,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,1
18,165.8,170.0,6,14.5,6,15.166666666666666,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,OUI,NON,0
21,101.7,102.0,6,13.5,6,12.333333333333334,12.4,0.5,1.79,HOMME,OUI,OUI,NON,OUI,NON,0
18,124.3,140.0,5,11.2,2,10.0,9.4,-0.8,-3.12,HOMME,NON,NON,NON,NON,NON,1
20,122.1,135.0,3,10.666666666666666,4,12.25,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
23,134.7,148.0,9,11.0,7,11.571428571428571,15.5,2.8,-4.06,FEMME,NON,OUI,NON,NON,NON,0
26,154.5,140.0,0,0.0,0,0.0,16.2,0.3,-0.92,FEMME,NON,OUI,NON,NON,NON,1
19,128.8,147.0,1,10.0,0,0.0,9.4,-0.8,-3.12,FEMME,NON,OUI,OUI,NON,NON,1
24,106.0,140.0,5,12.36,5,12.0,8.9,1.4,3.51,FEMME,OUI,NON,OUI,OUI,NON,1
20,146.2,157.0,6,15.25,6,14.714285714285714,11.1,0.6,2.02,FEMME,OUI,OUI,NON,OUI,NON,0
26,116.9,120.0,0,0.0,0,0.0,10.8,1.4,1.74,FEMME,NON,NON,OUI,OUI,NON,1
31,118.2,133.1,1,13.0,4,12.25,10.8,1.4,1.74,FEMME,NON,OUI,NON,NON,NON,1
27,105.7,140.0,8,13.81375,8,13.81375,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,0
24,126.9,130.0,6,13.285714285714286,6,12.875,11.1,0.6,2.02,FEMME,NON,OUI,OUI,NON,NON,0
23,150.0,150.0,4,11.5,4,12.2,8.9,1.4,3.51,FEMME,NON,OUI,NON,OUI,NON,0
20,108.4,115.0,7,11.9625,8,13.044444444444444,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,OUI,NON,0
20,114.2,118.0,6,13.683333333333332,6,13.116666666666667,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
24,140.0,130.0,7,14.985714285714286,7,14.985714285714286,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
39,142.5,130.0,4,11.25,4,11.5,11.1,0.6,2.02,FEMME,NON,OUI,NON,NON,NON,0
18,126.5,130.0,4,12.5,5,12.6,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,0
20,111.3,120.0,0,0.0,0,0.0,11.1,0.6,2.02,FEMME,NON,OUI,NON,NON,NON,1
18,125.1,130.0,7,13.78,8,13.661,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,0
19,126.3,141.0,7,13.805,8,14.2725,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,0
18,142.2,138.0,5,13.8,5,12.6,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
22,110.2,113.0,3,12.666666666666666,4,12.0,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
18,127.0,135.0,7,14.424285714285714,8,13.9375,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,0
18,128.6,137.0,6,13.166666666666666,6,12.5,12.4,0.5,1.79,FEMME,OUI,OUI,NON,NON,NON,0
30,130.4,133.1,3,10.666666666666666,5,10.4,12.7,3.7,-1.7,FEMME,NON,OUI,NON,NON,NON,0
34,134.4,100.0,14,12.071428571428571,11,12.272727272727272,7.6,2.6,0.32,FEMME,NON,OUI,NON,NON,NON,0
38,100.0,133.1,3,10.25,1,12.0,13.9,-0.3,0.79,FEMME,NON,OUI,NON,NON,NON,1
19,133.0,142.0,8,14.11,8,14.11,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,OUI,NON,0
19,126.7,140.0,5,12.4,3,10.666666666666666,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,1
21,129.0,129.0,6,12.0,6,12.0,10.8,1.4,1.74,FEMME,NON,NON,NON,NON,NON,1
18,133.7,141.0,6,14.833333333333334,6,13.5,11.1,0.6,2.02,FEMME,OUI,OUI,NON,OUI,NON,0
20,122.2,118.0,6,15.428571428571429,6,13.5,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,OUI,NON,0
18,128.9,131.0,5,11.6,5,11.4,16.2,0.3,-0.92,FEMME,OUI,OUI,NON,NON,NON,0
18,154.4,161.0,6,14.166666666666666,6,14.0,16.2,0.3,-0.92,FEMME,NON,OUI,NON,OUI,NON,0
36,130.0,130.0,1,9.8,0,0.0,12.7,3.7,-1.7,FEMME,OUI,OUI,NON,OUI,NON,1
18,113.0,121.0,4,10.714285714285714,4,11.0,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,OUI,NON,0
21,123.3,133.1,0,0.0,0,0.0,7.6,2.6,0.32,FEMME,OUI,OUI,NON,OUI,NON,1
21,130.0,130.0,3,12.333333333333334,1,13.0,13.9,-0.3,0.79,FEMME,OUI,OUI,OUI,OUI,NON,1
18,101.3,133.1,6,13.0,6,12.25,11.1,0.6,2.02,FEMME,NON,OUI,NON,NON,OUI,0
18,113.7,120.0,4,11.4,4,11.25,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,0
19,138.8,140.0,6,12.766666666666666,6,12.766666666666666,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
29,140.0,133.1,5,12.6,6,12.666666666666666,11.1,0.6,2.02,FEMME,NON,OUI,OUI,NON,NON,0
20,130.0,130.0,7,13.0,5,13.4,11.1,0.6,2.02,FEMME,OUI,OUI,NON,NON,NON,0
18,132.5,140.0,6,14.316666666666668,6,14.316666666666668,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
19,117.4,124.0,4,12.75,5,12.0,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
19,109.8,115.0,5,13.4,5,12.6,8.9,1.4,3.51,FEMME,OUI,OUI,NON,OUI,NON,0
37,116.5,100.0,0,0.0,0,0.0,8.9,1.4,3.51,FEMME,NON,NON,OUI,NON,NON,1
18,165.2,162.0,4,15.75,5,13.8,10.8,1.4,1.74,FEMME,OUI,OUI,NON,OUI,NON,0
21,113.0,121.0,5,12.4,1,11.0,12.7,3.7,-1.7,FEMME,NON,OUI,NON,OUI,NON,1
19,123.3,125.0,6,11.5,6,12.333333333333334,12.4,0.5,1.79,FEMME,OUI,OUI,NON,NON,NON,0
19,116.7,123.0,5,13.4,5,14.0,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,NON,NON,0
35,110.0,140.0,3,11.666666666666666,5,11.8,12.7,3.7,-1.7,FEMME,OUI,OUI,NON,NON,NON,0
30,118.9,133.1,0,0.0,0,0.0,13.9,-0.3,0.79,FEMME,NON,OUI,NON,NON,NON,1
27,103.6,120.0,7,13.285714285714286,5,11.6,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,1
45,122.7,136.0,4,11.5,2,10.5,7.6,2.6,0.32,FEMME,OUI,OUI,NON,NON,NON,1
50,113.5,133.1,8,13.25,7,11.714285714285714,12.7,3.7,-1.7,FEMME,OUI,OUI,NON,NON,NON,0
41,128.2,110.0,11,12.25,10,13.4,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,NON,NON,0
26,120.0,120.0,6,12.0,6,12.0,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
44,130.0,133.1,1,12.0,0,0.0,11.1,0.6,2.02,FEMME,NON,OUI,NON,NON,NON,1
23,110.0,110.0,13,10.923076923076923,7,11.142857142857142,15.5,2.8,-4.06,FEMME,NON,OUI,NON,NON,NON,0
34,117.7,130.0,10,12.0,5,11.0,11.1,0.6,2.02,FEMME,NON,OUI,NON,NON,NON,1
21,99.6,102.0,5,13.714285714285714,5,14.4,11.1,0.6,2.02,FEMME,OUI,OUI,NON,OUI,NON,0
22,117.9,127.0,1,10.0,2,13.0,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,OUI,1
32,113.0,133.1,2,10.333333333333334,6,11.5,16.2,0.3,-0.92,FEMME,OUI,OUI,NON,NON,NON,0
20,124.4,137.0,7,12.728571428571428,8,14.625,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,OUI,0
59,140.0,130.0,12,13.333333333333334,8,12.875,10.8,1.4,1.74,FEMME,NON,NON,NON,NON,NON,1
30,132.4,130.0,9,12.22222222222222,9,11.6,8.9,1.4,3.51,FEMME,NON,OUI,NON,NON,NON,0
18,124.0,131.0,6,11.333333333333334,6,10.833333333333334,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,OUI,NON,0
25,132.0,162.0,4,11.0,4,12.0,7.6,2.6,0.32,HOMME,NON,OUI,OUI,NON,NON,0
36,149.8,140.0,5,13.8,5,13.8,12.7,3.7,-1.7,HOMME,NON,OUI,NON,NON,NON,0
36,160.0,160.0,1,12.0,0,0.0,11.1,0.6,2.02,HOMME,NON,OUI,NON,NON,NON,1
19,114.6,117.0,4,11.25,3,10.166666666666666,10.8,1.4,1.74,HOMME,NON,NON,NON,NON,NON,1
25,120.0,150.0,4,10.5,5,12.0,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,NON,NON,0
35,100.0,133.1,18,11.555555555555555,13,11.615384615384617,15.5,2.8,-4.06,HOMME,NON,OUI,NON,NON,NON,0
20,128.5,125.0,1,14.0,0,0.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
35,113.0,130.0,1,13.0,0,0.0,15.5,2.8,-4.06,HOMME,NON,NON,NON,OUI,NON,1
27,150.8,170.0,2,11.0,1,11.0,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,1
18,130.8,132.0,7,13.68142857142857,7,13.68142857142857,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
23,114.5,133.1,6,12.1,6,12.616666666666667,16.2,0.3,-0.92,FEMME,NON,OUI,NON,NON,NON,0
19,114.8,120.0,4,10.5,4,11.25,10.8,1.4,1.74,FEMME,NON,OUI,NON,OUI,NON,0
18,126.2,126.0,5,11.94,6,12.8,11.1,0.6,2.02,FEMME,OUI,OUI,NON,OUI,NON,0
26,129.0,130.0,4,12.86,5,11.566666666666668,12.4,0.5,1.79,FEMME,NON,NON,OUI,NON,NON,1
19,110.5,133.1,6,14.25,6,14.0,16.2,0.3,-0.92,FEMME,NON,OUI,NON,NON,NON,0
19,132.5,141.0,0,0.0,0,0.0,12.7,3.7,-1.7,FEMME,NON,NON,NON,OUI,NON,1
18,130.7,138.0,0,0.0,0,0.0,13.9,-0.3,0.79,FEMME,NON,OUI,NON,OUI,NON,1
19,130.4,130.0,7,13.894285714285711,8,14.3625,11.1,0.6,2.02,FEMME,OUI,OUI,NON,OUI,NON,0
19,124.3,128.0,7,13.46875,8,13.31375,15.5,2.8,-4.06,FEMME,OUI,OUI,NON,OUI,NON,0
19,132.6,135.0,5,13.6,5,14.6,10.8,1.4,1.74,FEMME,OUI,OUI,NON,OUI,NON,0
21,146.7,150.0,6,14.666666666666666,6,13.833333333333334,12.4,0.5,1.79,FEMME,OUI,OUI,NON,NON,NON,0
18,130.1,135.0,6,13.666666666666666,6,13.0,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,0
33,120.0,120.0,10,13.3,11,13.727272727272728,9.4,-0.8,-3.12,FEMME,NON,OUI,NON,OUI,NON,0
32,121.3,120.0,11,13.454545454545457,7,12.428571428571429,12.7,3.7,-1.7,FEMME,NON,OUI,NON,NON,NON,0
17,133.3,140.0,8,13.41625,8,13.41625,9.4,-0.8,-3.12,FEMME,OUI,OUI,NON,OUI,NON,0
31,110.5,140.0,0,0.0,0,0.0,12.7,3.7,-1.7,FEMME,NON,OUI,NON,NON,NON,1
32,102.5,140.0,6,11.333333333333334,5,13.0,15.5,2.8,-4.06,FEMME,OUI,OUI,NON,NON,NON,0
18,150.9,156.0,6,16.0,6,14.625,11.1,0.6,2.02,FEMME,NON,OUI,NON,OUI,NON,1
31,106.6,133.1,5,11.0,6,10.166666666666666,8.9,1.4,3.51,FEMME,NON,OUI,OUI,NON,NON,0
20,118.3,120.0,6,12.857142857142858,5,12.4,8.9,1.4,3.51,HOMME,NON,OUI,NON,NON,NON,0
40,117.9,100.0,0,0.0,0,0.0,10.8,1.4,1.74,HOMME,NON,NON,NON,NON,NON,1
32,135.0,120.0,5,14.8,5,14.2,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
40,120.0,120.0,1,13.0,2,14.0,12.7,3.7,-1.7,HOMME,NON,NON,NON,NON,NON,1
18,167.1,172.0,0,0.0,0,0.0,16.2,0.3,-0.92,HOMME,OUI,OUI,NON,NON,NON,0
28,115.8,120.0,4,10.0,1,10.0,12.7,3.7,-1.7,HOMME,NON,NON,OUI,NON,NON,1
19,141.2,137.0,5,11.2,6,12.0,9.4,-0.8,-3.12,HOMME,NON,OUI,OUI,OUI,NON,0
19,118.4,117.0,6,11.833333333333334,3,13.0,15.5,2.8,-4.06,HOMME,OUI,OUI,NON,NON,NON,0
21,134.3,142.0,0,0.0,0,0.0,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,1
22,128.7,135.0,2,10.5,0,0.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,1
18,116.1,115.0,5,12.5,5,13.571428571428571,12.4,0.5,1.79,HOMME,NON,NON,NON,OUI,NON,1
27,100.0,110.0,0,0.0,0,0.0,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,OUI,NON,1
19,118.8,123.0,5,11.0,2,10.0,8.9,1.4,3.51,HOMME,NON,OUI,NON,NON,NON,0
30,130.0,140.0,9,12.333333333333334,8,12.0,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,OUI,NON,0
28,150.0,150.0,0,0.0,1,10.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
34,116.0,120.0,1,17.0,2,11.0,9.4,-0.8,-3.12,HOMME,OUI,OUI,OUI,NON,NON,0
21,99.0,110.0,5,11.0,3,11.428571428571429,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,0
20,132.0,133.0,5,11.142857142857142,6,11.571428571428571,16.2,0.3,-0.92,HOMME,OUI,OUI,NON,NON,NON,0
31,125.0,110.0,5,12.166666666666666,5,12.0,7.6,2.6,0.32,HOMME,NON,NON,NON,NON,NON,1
21,116.2,126.0,2,11.0,2,11.5,7.6,2.6,0.32,HOMME,NON,NON,OUI,NON,NON,1
27,100.0,133.1,1,11.0,3,10.666666666666666,7.6,2.6,0.32,HOMME,NON,NON,NON,OUI,NON,1
19,132.9,136.0,4,13.25,5,11.8,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,0
21,132.5,129.0,0,0.0,1,10.0,10.8,1.4,1.74,HOMME,NON,OUI,NON,OUI,NON,0
21,140.0,140.0,2,12.5,0,0.0,16.2,0.3,-0.92,HOMME,NON,NON,NON,OUI,NON,1
35,100.1,160.0,7,12.142857142857142,4,12.25,7.6,2.6,0.32,HOMME,NON,NON,NON,NON,NON,1
28,128.2,133.1,3,12.0,3,11.333333333333334,7.6,2.6,0.32,HOMME,NON,OUI,NON,NON,NON,1
24,133.4,140.0,4,11.25,4,10.428571428571429,10.8,1.4,1.74,HOMME,NON,OUI,NON,NON,NON,0
19,136.1,142.0,0,0.0,0,0.0,9.4,-0.8,-3.12,HOMME,NON,NON,NON,OUI,NON,1
20,123.0,138.0,5,12.4,4,13.0,13.9,-0.3,0.79,HOMME,NON,NON,OUI,NON,NON,0
20,130.3,131.0,6,12.833333333333334,6,12.666666666666666,16.2,0.3,-0.92,HOMME,OUI,OUI,NON,OUI,NON,0
19,153.7,160.0,1,13.0,2,10.0,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,NON,NON,0
37,142.5,110.0,5,12.0,3,11.666666666666666,8.9,1.4,3.51,HOMME,NON,NON,OUI,NON,NON,1
19,114.6,124.0,2,12.0,1,13.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,OUI,NON,1
36,108.5,120.0,0,0.0,0,0.0,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,1
29,140.0,133.1,0,0.0,0,0.0,9.4,-0.8,-3.12,HOMME,NON,OUI,NON,NON,NON,1
30,120.0,133.1,6,11.375,5,11.6,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,0
32,120.0,133.1,2,12.0,0,0.0,11.1,0.6,2.02,HOMME,NON,OUI,OUI,NON,NON,1
26,127.6,123.0,6,11.833333333333334,6,11.666666666666666,10.8,1.4,1.74,HOMME,NON,OUI,NON,OUI,NON,0
37,140.0,140.0,1,12.0,2,10.5,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
27,111.3,138.7,3,12.0,2,11.0,13.9,-0.3,0.79,HOMME,NON,OUI,NON,NON,NON,1
18,131.0,131.0,6,12.714285714285714,5,11.833333333333334,13.9,-0.3,0.79,HOMME,OUI,OUI,NON,OUI,NON,0
18,139.5,149.0,8,15.3,8,15.3,9.4,-0.8,-3.12,HOMME,OUI,OUI,NON,NON,NON,0
32,110.0,133.1,2,11.5,0,0.0,15.5,2.8,-4.06,HOMME,NON,NON,NON,NON,NON,1
20,130.0,130.0,1,13.0,3,12.6,12.4,0.5,1.79,HOMME,NON,OUI,NON,NON,NON,0
22,115.0,120.0,0,0.0,0,0.0,16.2,0.3,-0.92,HOMME,NON,OUI,NON,NON,NON,1
32,154.3,133.1,0,0.0,0,0.0,12.4,0.5,1.79,FEMME,NON,OUI,NON,NON,NON,1
21,135.0,143.0,4,11.0,5,12.0,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
19,115.2,126.0,3,12.666666666666666,5,13.125,10.8,1.4,1.74,FEMME,NON,NON,NON,NON,NON,1
18,130.6,125.0,6,13.5,6,14.0,8.9,1.4,3.51,FEMME,OUI,OUI,NON,OUI,NON,0
18,117.4,123.0,5,12.0,5,11.4,8.9,1.4,3.51,FEMME,OUI,OUI,NON,OUI,NON,0
38,150.0,150.0,0,0.0,0,0.0,15.5,2.8,-4.06,FEMME,NON,NON,OUI,OUI,NON,1
21,131.3,132.0,5,11.8,4,10.5,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,1
21,120.4,133.0,2,11.5,1,13.0,9.4,-0.8,-3.12,FEMME,NON,NON,NON,NON,NON,1
26,113.6,122.0,2,11.5,3,12.0,7.6,2.6,0.32,HOMME,NON,OUI,NON,NON,NON,0
19,125.0,137.0,6,14.616666666666667,6,14.616666666666667,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
19,132.3,145.0,7,14.06,7,14.06,10.8,1.4,1.74,FEMME,OUI,OUI,NON,OUI,NON,0
18,142.7,150.0,4,11.0,3,11.333333333333334,7.6,2.6,0.32,FEMME,NON,OUI,OUI,NON,NON,1
25,130.0,130.0,0,0.0,0,0.0,12.7,3.7,-1.7,FEMME,NON,OUI,NON,NON,NON,1
19,120.8,136.0,7,12.192307692307692,7,12.192307692307692,7.6,2.6,0.32,FEMME,NON,OUI,NON,OUI,NON,0
18,130.3,131.0,6,12.833333333333334,6,12.333333333333334,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,OUI,NON,0
19,119.9,130.0,5,12.875,5,11.833333333333334,13.9,-0.3,0.79,FEMME,OUI,OUI,NON,NON,NON,0
22,110.5,108.0,6,12.166666666666666,6,12.5,12.4,0.5,1.79,FEMME,OUI,OUI,NON,OUI,NON,0
21,160.0,160.0,6,13.428571428571429,6,12.857142857142858,15.5,2.8,-4.06,FEMME,NON,OUI,NON,OUI,NON,0
21,118.6,113.0,6,14.5,6,14.666666666666666,8.9,1.4,3.51,FEMME,OUI,OUI,NON,OUI,NON,0
20,112.3,113.0,7,12.142857142857142,7,12.857142857142858,11.1,0.6,2.02,FEMME,OUI,OUI,NON,NON,NON,0
19,124.4,137.0,4,11.25,3,11.714285714285714,10.8,1.4,1.74,FEMME,NON,OUI,NON,NON,NON,0
