age,duree_mois,type_contrat,statut_logement,incident_paiement_bam,montant_demande_mad,nouvelle_echeance_mad,revenu_mensuel_mad,taux_endettement,risque_non_approbation
35,12,CDI,PROPRIETAIRE,1,29500.0,2545.74,7300.0,0.34869999999999995,0
33,15,CDI,LOCATAIRE,0,40400.0,2811.52,18700.0,0.1503,0
42,18,CDI,PROPRIETAIRE,0,76800.0,4489.58,18000.0,0.2494,1
43,16,FONCTIONNAIRE,LOCATAIRE,1,48600.0,3179.24,12700.0,0.2503,1
44,20,CDD,PROPRIETAIRE,1,64500.0,3411.56,13600.0,0.25079999999999997,0
42,36,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,1,193800.0,5939.78,23800.0,0.24960000000000002,0
40,15,CDI,LOCATAIRE,0,25600.0,1781.55,4000.0,0.4454,0
36,24,FONCTIONNAIRE,PROPRIETAIRE,0,23600.0,1051.29,4000.0,0.26280000000000003,0
20,12,CDI,LOCATAIRE,0,20500.0,1769.08,7100.0,0.2492,0
24,21,CDI,PROPRIETAIRE,0,69600.0,3515.32,14100.0,0.2493,0
27,36,CDI,PROPRIETAIRE,0,68700.0,2105.59,8400.0,0.2507,0
46,15,CDD,PROPRIETAIRE,1,66500.0,4627.87,30900.0,0.14980000000000002,0
33,9,CDI,PROPRIETAIRE,0,59100.0,6745.79,45000.0,0.1499,0
34,36,CDI,PROPRIETAIRE,1,82400.0,2525.48,5600.0,0.451,0
25,24,CDD,PROPRIETAIRE,1,87600.0,3902.25,15600.0,0.2501,1
25,30,FONCTIONNAIRE,PROPRIETAIRE,0,55300.0,2002.14,8000.0,0.2503,0
28,11,FONCTIONNAIRE,PROPRIETAIRE,0,39600.0,3718.05,24800.0,0.1499,0
31,24,CDI,LOCATAIRE,0,58500.0,2605.96,5800.0,0.4493,1
32,48,CDI,PROPRIETAIRE,0,340800.0,8082.06,53900.0,0.1499,1
32,10,CDI,PROPRIETAIRE,0,52700.0,5428.27,36200.0,0.15,0
68,6,FONCTIONNAIRE,PROPRIETAIRE,0,275600.0,46808.07,312100.0,0.15,1
33,24,INFORMEL,PROPRIETAIRE,0,43600.0,1942.22,12900.0,0.1506,1
39,24,FONCTIONNAIRE,LOCATAIRE,0,61900.0,2757.41,6100.0,0.452,1
28,18,CDI,PROPRIETAIRE,1,33600.0,1964.19,4400.0,0.4464,0
37,48,CDI,PROPRIETAIRE,1,235900.0,5594.36,12400.0,0.4512,0
22,9,CDD,LOCATAIRE,0,25300.0,2887.79,8300.0,0.3479,1
30,12,CDI,LOCATAIRE,0,37000.0,3192.97,9100.0,0.35090000000000005,0
55,24,CDD,PROPRIETAIRE,0,127100.0,5661.83,22600.0,0.2505,1
46,12,CDD,PROPRIETAIRE,0,12900.0,1113.22,4000.0,0.2783,1
21,18,CDD,LOCATAIRE,1,19400.0,1134.09,4000.0,0.28350000000000003,0
39,48,CDI,LOGEMENT_DE_FONCTION,0,190500.0,4517.7,10000.0,0.4518,1
58,30,FONCTIONNAIRE,PROPRIETAIRE,0,34500.0,1249.07,4000.0,0.3123,0
43,12,CDI,PROPRIETAIRE,1,24900.0,2148.78,4800.0,0.44770000000000004,0
24,24,CDD,PROPRIETAIRE,0,32300.0,1438.84,4000.0,0.35969999999999996,0
22,9,CDD,PROPRIETAIRE,0,30900.0,3526.99,7800.0,0.4522,1
30,9,CDI,PROPRIETAIRE,1,22600.0,2579.61,7400.0,0.3486,0
42,12,FONCTIONNAIRE,PROPRIETAIRE,1,9700.0,837.08,4000.0,0.20929999999999999,0
23,12,CDI,PROPRIETAIRE,0,27700.0,2390.41,5300.0,0.451,0
30,30,CDD,PROPRIETAIRE,1,35500.0,1285.28,4000.0,0.32130000000000003,1
28,9,CDI,PROPRIETAIRE,0,13800.0,1575.16,4500.0,0.35,1
30,6,CDD,LOCATAIRE,0,38200.0,6487.91,14400.0,0.45049999999999996,0
42,60,CDI,LOGEMENT_DE_FONCTION,0,116300.0,2275.54,5100.0,0.4462,1
46,24,CDI,PROPRIETAIRE,1,126600.0,5639.56,22600.0,0.2495,0
45,12,CDD,PROPRIETAIRE,0,65200.0,5626.53,22500.0,0.2501,0
31,10,CDI,PROPRIETAIRE,0,28600.0,2945.89,8400.0,0.3507,0
31,24,CDI,PROPRIETAIRE,0,17200.0,766.2,4000.0,0.1916,0
42,4,CDI,PROPRIETAIRE,1,26900.0,6816.31,27300.0,0.24969999999999998,0
46,15,CDD,LOCATAIRE,0,34100.0,2373.09,5300.0,0.44780000000000003,0
30,48,CDD,PROPRIETAIRE,0,154600.0,3666.33,24400.0,0.1503,0
30,24,CDD,LOGEMENT_DE_FONCTION,0,62000.0,2761.87,6100.0,0.45280000000000004,1
38,12,INFORMEL,PROPRIETAIRE,0,52900.0,4565.08,10100.0,0.452,0
43,18,CDD,PROPRIETAIRE,0,28400.0,1660.21,4000.0,0.41509999999999997,1
31,24,FONCTIONNAIRE,PROPRIETAIRE,0,67000.0,2984.6,11900.0,0.25079999999999997,1
40,18,INFORMEL,PROPRIETAIRE,1,66400.0,3881.62,11100.0,0.3497,0
24,36,CDI,PROPRIETAIRE,1,39700.0,1216.77,4900.0,0.2483,1
28,24,CDD,LOCATAIRE,0,76100.0,3389.97,9700.0,0.34950000000000003,1
26,36,INFORMEL,PROPRIETAIRE,0,203000.0,6221.75,13800.0,0.4509,1
29,12,CDI,PROPRIETAIRE,0,35000.0,3020.37,6700.0,0.4508,0
57,24,FONCTIONNAIRE,LOCATAIRE,1,22800.0,1015.65,4000.0,0.2539,0
49,30,FONCTIONNAIRE,PROPRIETAIRE,1,67600.0,2447.46,5400.0,0.4532,0
37,9,FONCTIONNAIRE,PROPRIETAIRE,1,21300.0,2431.23,9700.0,0.2506,0
45,28,CDI,PROPRIETAIRE,0,74100.0,2859.33,8200.0,0.34869999999999995,1
30,24,FONCTIONNAIRE,LOGEMENT_DE_FONCTION,0,56800.0,2530.23,5600.0,0.4518,0
30,6,FONCTIONNAIRE,LOCATAIRE,1,32200.0,5468.87,21900.0,0.24969999999999998,0
47,21,CDI,PROPRIETAIRE,1,43500.0,2197.07,14600.0,0.1505,0
29,15,CDI,PROPRIETAIRE,0,65800.0,4579.15,13100.0,0.3496,0
35,24,FONCTIONNAIRE,PROPRIETAIRE,0,44300.0,1973.4,5600.0,0.35240000000000005,1
22,6,CDD,PROPRIETAIRE,0,8400.0,1426.66,4100.0,0.348,0
26,30,CDI,PROPRIETAIRE,0,31700.0,1147.7,4000.0,0.2869,0
23,27,CDI,PROPRIETAIRE,1,46600.0,1859.87,4100.0,0.4536,1
54,15,FONCTIONNAIRE,LOCATAIRE,0,66000.0,4593.07,10200.0,0.45030000000000003,0
29,42,CDI,LOCATAIRE,0,132600.0,3538.38,14200.0,0.2492,0
40,11,CDI,PROPRIETAIRE,1,72900.0,6844.6,45600.0,0.1501,0
22,15,CDI,PROPRIETAIRE,0,28000.0,1948.58,4300.0,0.4532,0
43,24,CDI,PROPRIETAIRE,0,136800.0,6093.93,40600.0,0.1501,0
29,24,INFORMEL,LOCATAIRE,0,22100.0,984.47,6600.0,0.1492,1
36,60,FONCTIONNAIRE,LOCATAIRE,0,135000.0,2641.43,5900.0,0.44770000000000004,1
33,30,CDI,PROPRIETAIRE,1,52400.0,1897.14,4200.0,0.4517,0
57,24,CDI,PROPRIETAIRE,0,23300.0,1037.93,4000.0,0.2595,0
64,6,CDI,PROPRIETAIRE,0,13900.0,2360.78,9400.0,0.2511,0
42,18,FONCTIONNAIRE,PROPRIETAIRE,1,44900.0,2624.77,5800.0,0.4525,0
47,24,FONCTIONNAIRE,PROPRIETAIRE,1,47000.0,2093.67,4700.0,0.44549999999999995,1
25,15,CDI,LOCATAIRE,0,23400.0,1628.45,6500.0,0.2505,1
49,30,CDI,PROPRIETAIRE,1,155100.0,5615.39,22500.0,0.24960000000000002,1
33,48,INFORMEL,LOCATAIRE,0,89600.0,2124.86,6100.0,0.3483,1
28,21,CDI,PROPRIETAIRE,0,54100.0,2732.45,18200.0,0.1501,0
26,36,CDI,PROPRIETAIRE,0,152200.0,4664.78,18700.0,0.2495,1
30,24,CDI,PROPRIETAIRE,1,37500.0,1670.48,6700.0,0.2493,0
25,15,CDI,LOCATAIRE,1,26500.0,1844.19,4100.0,0.4498,0
33,42,CDD,PROPRIETAIRE,0,116300.0,3103.42,12400.0,0.2503,0
64,13,INFORMEL,PROPRIETAIRE,0,26100.0,2084.64,8300.0,0.25120000000000003,0
29,24,INFORMEL,LOGEMENT_DE_FONCTION,0,121700.0,5421.28,12000.0,0.4518,0
48,24,FONCTIONNAIRE,PROPRIETAIRE,1,32200.0,1434.39,4000.0,0.3586,0
37,12,CDD,PROPRIETAIRE,1,66000.0,5695.56,22800.0,0.2498,0
34,15,FONCTIONNAIRE,PROPRIETAIRE,0,29000.0,2018.17,4500.0,0.4485,0
23,18,CDI,LOCATAIRE,0,35800.0,2092.8,8400.0,0.2491,0
30,36,INFORMEL,PROPRIETAIRE,0,73200.0,2243.51,5000.0,0.4487,0
50,12,FONCTIONNAIRE,PROPRIETAIRE,0,44200.0,3814.3,8500.0,0.4487,0
31,12,CDI,PROPRIETAIRE,0,32100.0,2770.11,7900.0,0.3506,0
40,30,CDI,PROPRIETAIRE,0,71400.0,2585.04,5700.0,0.4535,0
38,12,FONCTIONNAIRE,PROPRIETAIRE,0,14900.0,1285.82,4000.0,0.3215,0
23,45,CDI,LOGEMENT_DE_FONCTION,0,34100.0,855.92,4000.0,0.214,1
27,45,INFORMEL,PROPRIETAIRE,1,84700.0,2126.0,6100.0,0.34850000000000003,0
